"V1","V2","V3"
-51.7097847358121,-25.0641878669276,194.857300884956
-51.7097847358121,-21.933072407045,194.857300884956
-47.0131115459883,-21.933072407045,194.857300884956
-47.0131115459883,-25.0641878669276,194.857300884956
-49.3614481409002,-30.5436399217221,196.112831858407
-50.1442270058708,-29.7608610567515,196.112831858407
-50.9270058708415,-29.7608610567515,196.112831858407
-51.7097847358121,-28.9780821917809,196.112831858407
-51.7097847358121,-27.4125244618396,196.112831858407
-50.9270058708415,-27.4125244618396,196.112831858407
-50.1442270058708,-26.6297455968689,196.112831858407
-49.3614481409002,-26.6297455968689,196.112831858407
-48.5786692759295,-25.8469667318982,196.112831858407
-49.3614481409002,-25.0641878669276,196.112831858407
-51.7097847358121,-25.0641878669276,196.112831858407
-51.7097847358121,-24.281409001957,196.112831858407
-50.1442270058708,-22.7158512720157,196.112831858407
-50.1442270058708,-21.933072407045,196.112831858407
-49.3614481409002,-21.933072407045,196.112831858407
-48.5786692759295,-22.7158512720157,196.112831858407
-47.7958904109589,-22.7158512720157,196.112831858407
-47.0131115459883,-23.4986301369863,196.112831858407
-47.0131115459883,-24.281409001957,196.112831858407
-47.7958904109589,-25.0641878669276,196.112831858407
-47.7958904109589,-25.8469667318982,196.112831858407
-47.0131115459883,-26.6297455968689,196.112831858407
-47.0131115459883,-29.7608610567515,196.112831858407
-47.7958904109589,-29.7608610567515,196.112831858407
-48.5786692759295,-30.5436399217221,196.112831858407
-49.3614481409002,-33.6747553816047,197.368362831858
-51.7097847358121,-31.3264187866928,197.368362831858
-51.7097847358121,-30.5436399217221,197.368362831858
-50.9270058708415,-29.7608610567515,197.368362831858
-51.7097847358121,-28.9780821917809,197.368362831858
-53.2753424657534,-28.9780821917809,197.368362831858
-54.0581213307241,-28.1953033268102,197.368362831858
-54.0581213307241,-26.6297455968689,197.368362831858
-53.2753424657534,-25.8469667318982,197.368362831858
-52.4925636007828,-26.6297455968689,197.368362831858
-50.9270058708415,-26.6297455968689,197.368362831858
-50.1442270058708,-25.8469667318982,197.368362831858
-50.1442270058708,-25.0641878669276,197.368362831858
-50.9270058708415,-24.281409001957,197.368362831858
-51.7097847358121,-24.281409001957,197.368362831858
-52.4925636007828,-23.4986301369863,197.368362831858
-52.4925636007828,-22.7158512720157,197.368362831858
-50.1442270058708,-20.3675146771037,197.368362831858
-49.3614481409002,-20.3675146771037,197.368362831858
-47.7958904109589,-21.933072407045,197.368362831858
-47.0131115459883,-21.933072407045,197.368362831858
-46.2303326810176,-22.7158512720157,197.368362831858
-46.2303326810176,-25.0641878669276,197.368362831858
-47.0131115459883,-25.8469667318982,197.368362831858
-45.447553816047,-27.4125244618396,197.368362831858
-45.447553816047,-32.1091976516634,197.368362831858
-46.2303326810176,-32.8919765166341,197.368362831858
-47.0131115459883,-32.8919765166341,197.368362831858
-47.7958904109589,-33.6747553816047,197.368362831858
-52.4925636007828,-18.8019569471624,198.62389380531
-50.9270058708415,-18.8019569471624,198.62389380531
-49.3614481409002,-17.2363992172212,198.62389380531
-47.7958904109589,-17.2363992172212,198.62389380531
-48.5786692759295,-18.0191780821918,198.62389380531
-48.5786692759295,-18.8019569471624,198.62389380531
-47.7958904109589,-35.240313111546,199.879424778761
-48.5786692759295,-34.4575342465754,199.879424778761
-49.3614481409002,-34.4575342465754,199.879424778761
-50.1442270058708,-33.6747553816047,199.879424778761
-51.7097847358121,-33.6747553816047,199.879424778761
-52.4925636007828,-34.4575342465754,199.879424778761
-53.2753424657534,-34.4575342465754,199.879424778761
-55.6236790606654,-32.1091976516634,199.879424778761
-56.406457925636,-32.1091976516634,199.879424778761
-57.1892367906067,-31.3264187866928,199.879424778761
-58.7547945205479,-31.3264187866928,199.879424778761
-60.3203522504892,-32.8919765166341,199.879424778761
-60.3203522504892,-32.1091976516634,199.879424778761
-61.1031311154599,-31.3264187866928,199.879424778761
-61.8859099804305,-31.3264187866928,199.879424778761
-62.6686888454012,-30.5436399217221,199.879424778761
-61.1031311154599,-28.9780821917809,199.879424778761
-61.1031311154599,-28.1953033268102,199.879424778761
-61.8859099804305,-27.4125244618396,199.879424778761
-61.8859099804305,-26.6297455968689,199.879424778761
-60.3203522504892,-25.0641878669276,199.879424778761
-60.3203522504892,-23.4986301369863,199.879424778761
-57.9720156555773,-21.1502935420744,199.879424778761
-54.0581213307241,-21.1502935420744,199.879424778761
-53.2753424657534,-21.933072407045,199.879424778761
-52.4925636007828,-21.933072407045,199.879424778761
-51.7097847358121,-21.1502935420744,199.879424778761
-51.7097847358121,-20.3675146771037,199.879424778761
-47.0131115459883,-20.3675146771037,199.879424778761
-46.2303326810176,-21.1502935420744,199.879424778761
-43.8819960861057,-21.1502935420744,199.879424778761
-43.099217221135,-21.933072407045,199.879424778761
-43.099217221135,-34.4575342465754,199.879424778761
-44.6647749510763,-34.4575342465754,199.879424778761
-45.447553816047,-35.240313111546,199.879424778761
-49.3614481409002,-36.8058708414873,201.134955752212
-49.3614481409002,-36.0230919765167,201.134955752212
-50.1442270058708,-35.240313111546,201.134955752212
-50.9270058708415,-36.0230919765167,201.134955752212
-52.4925636007828,-36.0230919765167,201.134955752212
-52.4925636007828,-35.240313111546,201.134955752212
-54.0581213307241,-33.6747553816047,201.134955752212
-54.8409001956947,-33.6747553816047,201.134955752212
-55.6236790606654,-32.8919765166341,201.134955752212
-56.406457925636,-32.8919765166341,201.134955752212
-57.1892367906067,-32.1091976516634,201.134955752212
-59.5375733855186,-32.1091976516634,201.134955752212
-60.3203522504892,-31.3264187866928,201.134955752212
-61.8859099804305,-31.3264187866928,201.134955752212
-62.6686888454012,-30.5436399217221,201.134955752212
